point,file,gx,gxx,gxy,gxz,gy,gyy,gyz,gz,gzz,pot,ratio,size
77,tesseroid_vs_spherical_shell_files/effect-model-size30.tess-ratio0.000000.txt,193.066520959905,8.57028243104454,-0.25201097802336,-0.517948223995292,-1.84131418990016,-2.27800658682192,0.00566373124725497,111.661961398852,-6.29227584422257,14122.8764308998,0.0,30.0
78,tesseroid_vs_spherical_shell_files/effect-model-size30.tess-ratio0.000000.txt,538.250819955767,51.0916036511428,3.76416690272898,-2.24040483107091,-4.3016138596044,-14.0561037865057,-0.0382024645318591,120.415255111373,-37.0354998646315,14650.6501775311,0.0,30.0
79,tesseroid_vs_spherical_shell_files/effect-model-size30.tess-ratio0.000000.txt,-2436.0980123334,754.46505468265,-853.767297430491,63.2798222650001,1261.47405991587,-72.6549210221712,-36.9708668520305,226.429210386121,-681.810133663786,15785.5392953004,0.0,30.0
80,tesseroid_vs_spherical_shell_files/effect-model-size30.tess-ratio0.000000.txt,-225.173304822538,14.6158037938365,1.20966227341412,0.761701151859307,-5.71949777694844,3.08515397001197,0.0218443295089804,117.593028384374,-17.7009577638468,14660.9832798454,0.0,30.0
81,tesseroid_vs_spherical_shell_files/effect-model-size30.tess-ratio0.000000.txt,-93.4327234435545,4.23894427158898,0.0200071412020646,0.257141708902279,-0.0592934887652206,2.60004052451273,0.000198186988901172,114.049143861901,-6.83898479610198,14416.9151976596,0.0,30.0
82,tesseroid_vs_spherical_shell_files/effect-model-size30.tess-ratio0.000000.txt,-38.4696678010959,2.3942772491564,1.74247050074294e-05,0.10065084248074,-2.63187746263327e-05,2.12568875957574,8.29744494224016e-08,112.870026696769,-4.5199660087321,14310.9093859944,0.0,30.0
83,tesseroid_vs_spherical_shell_files/effect-model-size30.tess-ratio0.000000.txt,1.52766688188422e-13,2.00046642596705,-5.55111512312578e-17,-3.88578058618805e-16,7.105427357601e-15,2.00046642596705,1.04083408558608e-17,112.547292768937,-4.00093285193396,14279.6793431513,0.0,30.0
84,tesseroid_vs_spherical_shell_files/effect-model-size30.tess-ratio0.000000.txt,-7.37518910295505,3.1397316774586,0.0399844546501184,0.0185160056961562,-8.30927965845963,-0.601315082099781,0.0201176858187406,110.51245607355,-2.53841659535871,14048.1202034791,0.0,30.0
85,tesseroid_vs_spherical_shell_files/effect-model-size30.tess-ratio0.000000.txt,50.7789400788845,3.80480676338571,-0.0790782378872914,-0.129243314969521,-8.60156176321417,-0.842944430805642,0.0209268881678943,110.848423170466,-2.96186233257993,14082.8683306608,0.0,30.0
86,tesseroid_vs_spherical_shell_files/effect-model-size30.tess-ratio0.000000.txt,145.259010540555,8.3879119568045,0.00610561205519466,-0.389776453460188,-10.0462776861515,-2.78221419624051,0.0238157058539899,112.449215657353,-5.60569776056457,14236.4431399597,0.0,30.0
87,tesseroid_vs_spherical_shell_files/effect-model-size30.tess-ratio0.000000.txt,480.221662275398,45.4246328672755,4.41690423257356,-1.63387407913167,9.16424919773493,-20.4638411291893,-0.0543195934575985,118.848522217638,-24.960791738074,14682.1088778838,0.0,30.0
88,tesseroid_vs_spherical_shell_files/effect-model-size30.tess-ratio0.000000.txt,11095.3268802179,4629.44266767189,3030.51119845414,-325.488083566552,4412.26168076575,-1711.62335065957,-130.389152683991,585.571461732214,-2917.81931698571,18606.2716489385,0.0,30.0
89,tesseroid_vs_spherical_shell_files/effect-model-size30.tess-ratio0.000000.txt,-1188.76038467577,176.200883797807,-31.082207363887,5.91154061154047,103.320424846229,-83.3831779823267,-0.601975191027965,133.428238556092,-92.8177058156305,15242.1385371523,0.0,30.0
90,tesseroid_vs_spherical_shell_files/effect-model-size30.tess-ratio0.000000.txt,-258.29224091461,14.600849622123,-0.403391339007157,0.726483361472228,-11.5112287354094,-4.99591416267349,0.0254526706111656,113.845123210837,-9.60493545944924,14337.9297433701,0.0,30.0
91,tesseroid_vs_spherical_shell_files/effect-model-size30.tess-ratio0.000000.txt,-125.79774171879,4.09043610414579,0.349121986428794,0.31827468230526,-8.72403142015357,-0.490912751818332,0.0217018441734228,110.607676886484,-3.59952335232729,14039.9507381775,0.0,30.0
92,tesseroid_vs_spherical_shell_files/effect-model-size30.tess-ratio0.000000.txt,-74.9802400891958,2.09287140134086,0.213213898280533,0.183977092900649,-3.87250454909742,0.0176242339970202,0.00960212024492531,109.104791081552,-2.11049563533787,13876.7541503628,0.0,30.0
93,tesseroid_vs_spherical_shell_files/effect-model-size30.tess-ratio0.000000.txt,-42.7799523934013,1.53402973389387,0.0906894701505571,0.10370208347138,-1.43748576452719,0.0136241939631419,0.00353827063490881,108.259295873099,-1.547653927857,13779.6803924323,0.0,30.0
94,tesseroid_vs_spherical_shell_files/effect-model-size30.tess-ratio0.000000.txt,-15.6335850390983,1.430447751734,0.032908567003,0.0375247609487823,-0.475079671662321,-0.0901301094163195,0.00116233179667215,107.847588652528,-1.34031764231766,13731.1334147984,0.0,30.0
95,tesseroid_vs_spherical_shell_files/effect-model-size30.tess-ratio0.000000.txt,12.2679465319953,1.6233078316143,0.0100977489848828,-0.0302295129671132,-0.145956399055908,-0.253035698115288,0.000356288852528579,107.826561662945,-1.37027213349901,13727.8777724149,0.0,30.0
96,tesseroid_vs_spherical_shell_files/effect-model-size30.tess-ratio0.000000.txt,46.4008357907992,2.2138951758008,-0.000721585291807741,-0.114105126858612,-0.0713094723997543,-0.513939049015905,0.000180987639839432,108.249514367938,-1.69995612678489,13775.5168066221,0.0,30.0
97,tesseroid_vs_spherical_shell_files/effect-model-size30.tess-ratio0.000000.txt,96.6689994180837,3.70137704156133,-0.0294070126265813,-0.24233547313997,-0.251120155167829,-0.997837193392753,0.000700131980388687,109.310227706458,-2.70353984816846,13891.6050042681,0.0,30.0
98,tesseroid_vs_spherical_shell_files/effect-model-size30.tess-ratio0.000000.txt,192.362555499173,8.47579460733983,-0.325050403675738,-0.515635419373898,-2.27020647346511,-2.21030901542252,0.0070680333939276,111.653701812179,-6.26548559191667,14122.3358172927,0.0,30.0
99,tesseroid_vs_spherical_shell_files/effect-model-size30.tess-ratio0.000000.txt,540.373503841901,54.055549780292,-2.61370060598702,-2.28463003103883,-24.2090168292133,-16.8276331989484,0.0843579189465058,120.420706002746,-37.2279165813399,14647.65238775,0.0,30.0
100,tesseroid_vs_spherical_shell_files/effect-model-size30.tess-ratio0.000000.txt,-3726.47171218843,1923.86785721068,-318.687765266171,125.41428492134,291.802906634746,-909.877350877548,-13.2238414968436,277.87718845455,-1013.99050634388,15944.1713717558,0.0,30.0
