point,file,gx,gxx,gxy,gxz,gy,gyy,gyz,gz,gzz,pot,ratio,size
46,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height2000-equator.txt,31.346247339737,1.96087609023288,-18.9216615702925,-1.7796545856661,-30.4919218663219,51.1024647027656,2.26224584189727,119.802970105423,-53.0633407933455,14261.5875123831,0.0,1.0
47,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height2000-equator.txt,14.1777434373835,-26.0555702558831,-4.3458991232612,-0.529891916296481,-49.3663906231962,90.205345936778,4.45469451293827,121.514892589486,-64.1497756825123,14264.7842288311,0.0,1.0
48,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height2000-equator.txt,-9.0900959953494,-4.89552007967146,16.0461262272084,1.14732539495717,-38.0042812178291,64.6026698139118,2.91184825926998,120.833737551682,-59.707149734306,14264.8069359973,0.0,1.0
49,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height2000-equator.txt,0.00561959125312205,13.480464257309,0.00110290640561503,-0.000256862267822747,-26.1659359460616,40.5928787480076,1.52612371279267,119.967990990345,-54.0733430039488,14264.0061717978,0.0,1.0
50,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height2000-equator.txt,3.71572008730191e-15,13.4727160592775,1.66327060701793e-15,8.16995511200883e-16,26.1703568328462,40.5944760713071,-1.52609396758652,119.967040243041,-54.0671921296372,14264.003722888,0.0,1.0
51,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height2000-equator.txt,9.09058713684214,-4.89470171584232,16.0409823900052,-1.14700159947124,38.0041720647754,64.5947520086931,-2.91125052591996,120.832641250212,-59.7000502925399,14264.8047542613,0.0,1.0
52,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height2000-equator.txt,-14.1711410688259,-26.049957638972,-4.34380699519403,0.529497657858346,49.3633281063631,90.1921827876829,-4.45362023154888,121.513726655635,-64.1422251480254,14264.7824175333,0.0,1.0
53,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height2000-equator.txt,-31.3388185165685,1.95747291752418,-18.919712859749,1.77912783402069,30.4929522542622,51.1028900330326,-2.26207147587246,119.802510757436,-53.0603629503897,14261.5866934072,0.0,1.0
54,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height2000-equator.txt,-14.144151528796,21.3811053864538,-6.48535705748362,0.703061423772253,14.1438041213742,21.3797360721995,-0.703052613904819,118.214949117454,-42.7608414580174,14258.5266536533,0.0,1.0
55,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height2000-equator.txt,14.1474357120518,21.383168159101,6.48403029128583,-0.703219677597133,14.1428856440527,21.3781643244341,-0.703025270283788,118.21502490442,-42.7613324833902,14258.5268302547,0.0,1.0
56,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height2000-equator.txt,31.3462473397388,1.9608760902305,18.9216615702914,-1.77965458566613,30.4919218663454,51.1024647027601,-2.2622458418975,119.802970105423,-53.0633407933423,14261.5875123831,0.0,1.0
57,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height2000-equator.txt,14.1777434373838,-26.0555702558815,4.34589912326169,-0.529891916296461,49.3663906232327,90.2053459367648,-4.45469451293872,121.514892589486,-64.1497756825079,14264.7842288311,0.0,1.0
58,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height2000-equator.txt,-9.09009599534602,-4.89552007967078,-16.0461262272104,1.14732539495712,38.0042812178587,64.6026698139012,-2.91184825927033,120.833737551681,-59.7071497343021,14264.8069359973,0.0,1.0
59,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height2000-equator.txt,0.00561959124974624,13.4804642573098,-0.00110290640487022,-0.000256862267788593,26.1659359460835,40.5928787479997,-1.52612371279292,119.967990990345,-54.0733430039459,14264.0061717978,0.0,1.0
60,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height2000-equator.txt,-7.32784126889104e-14,71.5463763772914,-3.71332839231698e-14,1.78198843721174e-15,61.7138747280352,6.71594889740573,-4.43532919554882,123.694551522015,-78.2623252731269,14269.85956264,0.0,1.0
61,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height2000-equator.txt,81.612814085942,39.2154452020421,137.41793517314,-15.3490676235402,137.133659009511,92.8470273117577,-20.1832534696142,132.069172084361,-132.062472509326,14275.2191693798,0.0,1.0
62,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height2000-equator.txt,-37.4879206105642,-195.951072837861,-57.6155471564602,6.55433583996994,284.739136355115,430.587446579091,-69.7093377503,148.327414243722,-234.636373722289,14281.6406384774,0.0,1.0
63,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height2000-equator.txt,-100.234207134343,51.9500110057137,-112.236625984679,12.8220686316124,100.232979636088,51.9506758328986,-12.8220298704277,127.677030663185,-103.900686836161,14269.6038092494,0.0,1.0
64,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height2000-equator.txt,-30.4938169833618,51.1015950293448,-18.9204798948341,2.26206778318148,31.3371228722568,1.95809873594692,-1.77905756824594,119.802407343934,-53.0596937635904,14261.5864449156,0.0,1.0
65,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height2000-equator.txt,30.4922987358898,51.1027782858818,18.9158400339715,-2.26200323694827,31.3344279768863,1.95658598168177,-1.77890392468049,119.802356709847,-53.0593642671885,14261.5863373633,0.0,1.0
66,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height2000-equator.txt,100.239322664779,51.9628558539542,112.236870842884,-12.8234194616522,100.225057242242,51.9399329756811,-12.8219401308882,127.677364145181,-103.902788829494,14269.6037785329,0.0,1.0
67,tesseroid_vs_spherical_shell_files/effect-model-size1.0.tess-ratio0.0-height2000-equator.txt,37.4984909676057,-195.983847143216,57.6391799111472,-6.55772553392868,284.759333587608,430.654221396638,-69.7263435065422,148.33291206993,-234.670374252776,14281.6421695289,0.0,1.0
